,Precision,Recall
0,0.0446280991735537,0.1036406832743087
1,0.043158861340679526,0.1886095972568764
2,0.04199571472298744,0.2831253810079171
3,0.04134527089072544,0.3756859105252503
4,0.04003673094582186,0.4540904240265216
5,0.039715335169880635,0.5390093445551633
6,0.03905286632559357,0.6178888469711487
7,0.03879706152433426,0.7101971757148314
8,0.039189878583817984,0.8102858464538635
9,0.03887970615243342,0.8895316517630104
10,0.039009934051256356,0.9906719755772363
